ID;NAME;VARIABLE;SRC;VALUE;CURRENCY;REFYEAR
18573835;ORANGE;ASSETS;https://www.orange.com/en/latest-news/2023-results;51950000000;EUR;2023
18573835;ORANGE;WEBSITE;https://www.orange.es/;www.orange.es;N/A;2024
18573835;ORANGE;ACTIVITY;https://ai.google.dev/gemini-api;F42;N/A;2024
18581640;ORACLE CORP;COUNTRY;https://divvydiary.com/en/oracle-stock-US68389X1054;US;N/A;2024
18581640;ORACLE CORP;EMPLOYEES;https://www.oracle.com/news/resources/facts/;164000;N/A;2024
18581640;ORACLE CORP;TURNOVER;https://www.oracle.com/investor/reports/annual-report/;52964000000;USD;2023
18581640;ORACLE CORP;ASSETS;https://www.sec.gov/Archives/edgar/data/1341439/000134143924000114/orcl-20240531.htm;157447000000;USD;2024
18581640;ORACLE CORP;WEBSITE;https://www.oracle.com/corporate/;www.oracle.com;N/A;2024
18581640;ORACLE CORP;ACTIVITY;https://ai.google.dev/gemini-api;J62;N/A;2024
18587386;ACCOR;COUNTRY;https://financialmodelingprep.com/api/v3/profile/ACRFF;FR;N/A;2024
18587386;ACCOR;EMPLOYEES;https://financialmodelingprep.com/api/v3/profile/ACRFF;19423;N/A;2024
18587386;ACCOR;TURNOVER;https://financialmodelingprep.com/api/v3/income-statement/ACRFF;5606000000;EUR;2024
18587386;ACCOR;ASSETS;https://financialmodelingprep.com/api/v3/balance-sheet-statement/ACRFF;12057000000;EUR;2024
18587386;ACCOR;WEBSITE;https://financialmodelingprep.com/api/v3/profile/ACRFF;https://www.group.accor.com/en;N/A;2024
18587386;ACCOR;ACTIVITY;https://ai.google.dev/gemini-api;H55;N/A;2024
18591402;PROCTER & GAMBLE CO;COUNTRY;https://divvydiary.com/en/procter-and-gamble-stock-US7427181091;US;N/A;2024
18591402;PROCTER & GAMBLE CO;EMPLOYEES;https://www.pginvestor.com/news-events/news/news-details/2023/P-G-Announces-Fiscal-Year-2023-Results/default.aspx;106000;N/A;2023
18591402;PROCTER & GAMBLE CO;TURNOVER;https://www.pginvestor.com/financial-reporting/annual-reports/default.aspx;82000000000;USD;2023
18591402;PROCTER & GAMBLE CO;ASSETS;https://www.pginvestor.com/financial-reporting/default.aspx;118744000000;USD;2023
18591402;PROCTER & GAMBLE CO;WEBSITE;https://us.pg.com/;us.pg.com;N/A;2024
18591402;PROCTER & GAMBLE CO;ACTIVITY;https://ai.google.dev/gemini-api;C20;N/A;2024
18599238;FCC;COUNTRY;https://financialmodelingprep.com/api/v3/profile/FCIC;US;N/A;2024
18599238;FCC;EMPLOYEES;https://financialmodelingprep.com/api/v3/profile/FCIC;3;N/A;2024
18599238;FCC;TURNOVER;https://financialmodelingprep.com/api/v3/income-statement/FCIC;100000;USD;2024
18599238;FCC;ASSETS;https://financialmodelingprep.com/api/v3/balance-sheet-statement/FCIC;53000;USD;2024
18599238;FCC;WEBSITE;https://www.fcc.gov/;www.fcc.gov;N/A;2024
18599238;FCC;ACTIVITY;https://ai.google.dev/gemini-api;F42;N/A;2024
18606822;SOCIETE NATIONALE SNCF;COUNTRY;https://live.euronext.com/en/product/bonds/FR0014003B48-XPAR/market-information;FR;N/A;2024
18606822;SOCIETE NATIONALE SNCF;EMPLOYEES;https://www.sncf.com/sites/default/files/2023-07/RA_2022_SNCF_SA_VF.pdf;272211;N/A;2022
18606822;SOCIETE NATIONALE SNCF;TURNOVER;https://www.sncf.com/sites/default/files/media/document/2023-04/CP_SNCF_Resultats_2022_VF.pdf;35000000000;EUR;2022
18606822;SOCIETE NATIONALE SNCF;ASSETS;;;;
18606822;SOCIETE NATIONALE SNCF;WEBSITE;https://www.groupe-sncf.com/en;www.groupe-sncf.com;N/A;2024
18606822;SOCIETE NATIONALE SNCF;ACTIVITY;https://ai.google.dev/gemini-api;H49;N/A;2024
18611599;ATLAS COPCO AKTIEBOLAG;COUNTRY;https://www.justetf.com/en/stock-profiles/SE0017486897;SE;N/A;2024
18611599;ATLAS COPCO AKTIEBOLAG;EMPLOYEES;https://www.atlascopcogroup.com/en/investors/reports-presentations;52000;N/A;2023
18611599;ATLAS COPCO AKTIEBOLAG;TURNOVER;https://www.atlascopcogroup.com/en/investors/financial-reports;160000000000;SEK;2023
18611599;ATLAS COPCO AKTIEBOLAG;ASSETS;https://www.atlascopcogroup.com/en/investors/reports-presentations;173767;SEK;2023
18611599;ATLAS COPCO AKTIEBOLAG;WEBSITE;https://www.atlascopco.com/;www.atlascopco.com;N/A;2024
18611599;ATLAS COPCO AKTIEBOLAG;ACTIVITY;https://ai.google.dev/gemini-api;C28;N/A;2024
18618947;AKTIEBOLAGET SKF;COUNTRY;https://www.boerse-frankfurt.de/equity/skf-ab;SE;N/A;2024
18618947;AKTIEBOLAGET SKF;EMPLOYEES;https://www.skf.com/binaries/pub12/PublishedFiles/2023/en/SKF_Annual_Report_2023.pdf;40788;N/A;2023
18618947;AKTIEBOLAGET SKF;TURNOVER;https://investors.skf.com/sites/skf-ir/files/reports/SKF_Annual_Report_2023.pdf;103641000000;SEK;2023
18618947;AKTIEBOLAGET SKF;ASSETS;https://www.skf.com/binary/tcm:12-360687/SKF-Annual-Report-2023-English.pdf;64811;SEK;2023
18618947;AKTIEBOLAGET SKF;WEBSITE;https://www.skf.com/group;www.skf.com;N/A;2024
18618947;AKTIEBOLAGET SKF;ACTIVITY;https://ai.google.dev/gemini-api;C28;N/A;2024
18622186;JOHN WOOD GROUP PLC;COUNTRY;https://ai.google.dev/gemini-api;GB;N/A;2024
18622186;JOHN WOOD GROUP PLC;EMPLOYEES;https://www.woodplc.com/investors/annual-report;35000;N/A;2023
18622186;JOHN WOOD GROUP PLC;TURNOVER;https://www.woodplc.com/investors/results-reports-and-presentations;5900000000;USD;2023
18622186;JOHN WOOD GROUP PLC;ASSETS;https://www.woodplc.com/investors/annual-report;3461000000;USD;2023
18622186;JOHN WOOD GROUP PLC;WEBSITE;https://www.woodplc.com/;www.woodplc.com;N/A;2024
18622186;JOHN WOOD GROUP PLC;ACTIVITY;https://ai.google.dev/gemini-api;M71;N/A;2024
18627417;FUJITSU LIMITED;COUNTRY;https://financialmodelingprep.com/api/v3/profile/FJTSY;JP;N/A;2024
18627417;FUJITSU LIMITED;EMPLOYEES;https://financialmodelingprep.com/api/v3/profile/FJTSY;123527;N/A;2024
18627417;FUJITSU LIMITED;TURNOVER;https://financialmodelingprep.com/api/v3/income-statement/FJTSY;3756059000000;JPY;2024
18627417;FUJITSU LIMITED;ASSETS;https://financialmodelingprep.com/api/v3/balance-sheet-statement/FJTSY;3514818000000;JPY;2024
18627417;FUJITSU LIMITED;WEBSITE;https://financialmodelingprep.com/api/v3/profile/FJTSY;https://www.fujitsu.com;N/A;2024
18627417;FUJITSU LIMITED;ACTIVITY;https://ai.google.dev/gemini-api;J62;N/A;2024
18629376;CRH PLC;COUNTRY;https://www.boerse-frankfurt.de/equity/crh-plc;IE;N/A;2024
18629376;CRH PLC;EMPLOYEES;https://www.crh.com/media/press-releases/2024/crh-plc-2023-full-year-results;75800;N/A;2023
18629376;CRH PLC;TURNOVER;https://www.crh.com/media/press-releases/2024/crh-plc-full-year-results-2023;32141000000;USD;2023
18629376;CRH PLC;ASSETS;https://www.crh.com/media/crh/original/202403/CRH_Annual_Report_2023.pdf;43811000000;USD;2023
18629376;CRH PLC;WEBSITE;https://www.crh.com/;www.crh.com;N/A;2024
18629376;CRH PLC;ACTIVITY;https://ai.google.dev/gemini-api;C23;N/A;2024
18632343;DEUTSCHE BAHN;COUNTRY;https://www.boerse-frankfurt.de/bond/xs2577042893-deutsche-bahn-finance-gmbh-3-625-23-37;XS;N/A;2024
18632343;DEUTSCHE BAHN;EMPLOYEES;https://www.deutschebahn.com/resource/blob/9318280/f2999812955a64c0095729c525349937/DB-Konzern-GB-2023-data.pdf;339534;N/A;2023
18632343;DEUTSCHE BAHN;TURNOVER;https://www.deutschebahn.com/en/group/facts_figures/facts_and_figures-973484;45200000000;EUR;2023
18632343;DEUTSCHE BAHN;ASSETS;https://www.deutschebahn.com/resource/blob/8512934/a3999944694ef6e3c9f27ca5997f98ca/DB-Konzern-Geschaeftsbericht-2022-data.pdf;74391000000;EUR;2022
18632343;DEUTSCHE BAHN;WEBSITE;https://int.bahn.de/en;int.bahn.de;N/A;2024
18632343;DEUTSCHE BAHN;ACTIVITY;https://ai.google.dev/gemini-api;H49;N/A;2024
18636888;CARGILL;COUNTRY;https://www.boerse-frankfurt.de/bond/usu14178es95-cargill-inc-1-7-21-31;US;N/A;2024
18636888;CARGILL;EMPLOYEES;https://www.cargill.com/who-we-are/at-a-glance;160000;N/A;2023
18636888;CARGILL;TURNOVER;https://www.cargill.com/2023-annual-report;177000000000;USD;2023
18636888;CARGILL;ASSETS;https://www.cargill.com/doc/1432128923495/cargill-2023-annual-report.pdf;59743000000;USD;2023
18636888;CARGILL;WEBSITE;https://www.cargill.com/;www.cargill.com;N/A;2024
18636888;CARGILL;ACTIVITY;https://ai.google.dev/gemini-api;A01;N/A;2024
18644473;WARNER BROS. DISCOVERY INC.;COUNTRY;https://ai.google.dev/gemini-api;US;N/A;2024
18644473;WARNER BROS. DISCOVERY INC.;EMPLOYEES;https://www.sec.gov/Archives/edgar/data/1437107/000143710724000047/wbd-20231231.htm;24300;N/A;2023
18644473;WARNER BROS. DISCOVERY INC.;TURNOVER;https://ir.wbd.com/static-files/f11c9d49-ca55-42a7-a467-329a0c41a9ca;41319000000;USD;2023
18644473;WARNER BROS. DISCOVERY INC.;ASSETS;https://ir.wbd.com/static-files/f03f52ca-ca93-4945-93a5-7f549b196207;54496000000;USD;2023
18644473;WARNER BROS. DISCOVERY INC.;WEBSITE;https://www.wbd.com/;www.wbd.com;N/A;2024
18644473;WARNER BROS. DISCOVERY INC.;ACTIVITY;https://ai.google.dev/gemini-api;J59;N/A;2024
18646411;GENERAL ELECTRIC COMPANY;COUNTRY;https://www.boerse-frankfurt.de/equity/general-electric-co-1?mic=XFRA;US;N/A;2024
18646411;GENERAL ELECTRIC COMPANY;EMPLOYEES;https://www.ge.com/sites/default/files/GE_2023_Annual_Report.pdf;125000;N/A;2023
18646411;GENERAL ELECTRIC COMPANY;TURNOVER;https://www.ge.com/sites/default/files/GE_Annual_Report_2023.pdf;67965000000;USD;2023
18646411;GENERAL ELECTRIC COMPANY;ASSETS;https://www.ge.com/sites/default/files/ge_annual_report_2023.pdf;353710000000;USD;2023
18646411;GENERAL ELECTRIC COMPANY;WEBSITE;https://www.ge.com/;www.ge.com;N/A;2024
18646411;GENERAL ELECTRIC COMPANY;ACTIVITY;https://ai.google.dev/gemini-api;C27;N/A;2024
18648074;SAFRAN;COUNTRY;https://financialmodelingprep.com/api/v3/profile/SAFRY;FR;N/A;2024
18648074;SAFRAN;EMPLOYEES;https://financialmodelingprep.com/api/v3/profile/SAFRY;96390;N/A;2024
18648074;SAFRAN;TURNOVER;https://financialmodelingprep.com/api/v3/income-statement/SAFRY;27716000000;EUR;2024
18648074;SAFRAN;ASSETS;https://financialmodelingprep.com/api/v3/balance-sheet-statement/SAFRY;55012000000;EUR;2024
18648074;SAFRAN;WEBSITE;https://financialmodelingprep.com/api/v3/profile/SAFRY;https://www.safran-group.com;N/A;2024
18648074;SAFRAN;ACTIVITY;https://ai.google.dev/gemini-api;C30;N/A;2024
18658675;BASF;COUNTRY;https://financialmodelingprep.com/api/v3/profile/BFFAF;DE;N/A;2024
18658675;BASF;EMPLOYEES;https://financialmodelingprep.com/api/v3/profile/BFFAF;111408;N/A;2024
18658675;BASF;TURNOVER;https://financialmodelingprep.com/api/v3/income-statement/BFFAF;65260000000;EUR;2024
18658675;BASF;ASSETS;https://financialmodelingprep.com/api/v3/balance-sheet-statement/BFFAF;80415000000;EUR;2024
18658675;BASF;WEBSITE;https://financialmodelingprep.com/api/v3/profile/BFFAF;https://www.basf.com;N/A;2024
18658675;BASF;ACTIVITY;https://ai.google.dev/gemini-api;C20;N/A;2024
18665236;APTIV PLC;COUNTRY;https://financialmodelingprep.com/api/v3/profile/APTV-PA;IE;N/A;2024
18665236;APTIV PLC;EMPLOYEES;https://financialmodelingprep.com/api/v3/profile/APTV-PA;160000;N/A;2024
18665236;APTIV PLC;TURNOVER;https://financialmodelingprep.com/api/v3/income-statement/APTV-PA;19713000000;USD;2024
18665236;APTIV PLC;ASSETS;https://financialmodelingprep.com/api/v3/balance-sheet-statement/APTV-PA;23458000000;USD;2024
18665236;APTIV PLC;WEBSITE;https://financialmodelingprep.com/api/v3/profile/APTV-PA;https://www.aptiv.com;N/A;2024
18665236;APTIV PLC;ACTIVITY;https://ai.google.dev/gemini-api;C29;N/A;2024
18673760;WPP PLC;COUNTRY;https://www.boerse-frankfurt.de/equity/wpp-plc-adr-5;US;N/A;2024
18673760;WPP PLC;EMPLOYEES;https://www.wpp.com/investors/reports-results;114000;N/A;2023
18673760;WPP PLC;TURNOVER;https://www.wpp.com/investors/results-reports-presentations;14436000000;GBP;2023
18673760;WPP PLC;ASSETS;https://www.wpp.com/investors/results-reports-presentations;33449;GBP;2023
18673760;WPP PLC;WEBSITE;https://www.wpp.com/en/;www.wpp.com;N/A;2024
18673760;WPP PLC;ACTIVITY;https://ai.google.dev/gemini-api;M73;N/A;2024
18685228;GI GROUP;COUNTRY;https://ai.google.dev/gemini-api;IT;N/A;2024
18685228;GI GROUP;EMPLOYEES;https://www.gigroup.com/media/4427/bilancio-consolidato-2022.pdf;6800;N/A;2022
18685228;GI GROUP;TURNOVER;https://www.gigroup.com/wp-content/uploads/2023/04/Gi-Group-Integrated-Report-2022.pdf;2300000000;EUR;2022
18685228;GI GROUP;ASSETS;;;;
18685228;GI GROUP;WEBSITE;https://es.gigroup.com/;es.gigroup.com;N/A;2024
18685228;GI GROUP;ACTIVITY;https://ai.google.dev/gemini-api;N78;N/A;2024
18686668;ACCIONA;COUNTRY;https://www.boerse-frankfurt.de/equity/acciona-s-a;ES;N/A;2024
18686668;ACCIONA;EMPLOYEES;https://www.acciona.com/shareholders-investors/economic-financial-information/annual-reports/;42893;N/A;2023
18686668;ACCIONA;TURNOVER;https://www.acciona.com/shareholders-investors/economic-financial-information/annual-accounts/;11195;EUR;2023
18686668;ACCIONA;ASSETS;https://www.acciona.com/shareholders-investors/economic-financial-information/annual-accounts/;23994000000;EUR;2023
18686668;ACCIONA;WEBSITE;https://www.acciona.com/;www.acciona.com;N/A;2024
18686668;ACCIONA;ACTIVITY;https://ai.google.dev/gemini-api;F42;N/A;2024
18691645;FLETCHER GROUP;COUNTRY;https://divvydiary.com/en/fletcher-building-stock-NZFBUE0001S0;NZ;N/A;2024
18691645;FLETCHER GROUP;EMPLOYEES;https://www.fletcherbuilding.com/who-we-are/;19000;N/A;2023
18691645;FLETCHER GROUP;TURNOVER;https://www.fletcherbuilding.com/globalassets/documents/annual-reports/fletcher-building-annual-report-2023.pdf;3300000000;NZD;2023
18691645;FLETCHER GROUP;ASSETS;https://www.fletcherbuilding.com/assets/Investor-Centre/Fletcher-Building-FY23-Annual-Report.pdf;5600000000;NZD;2023
18691645;FLETCHER GROUP;WEBSITE;https://www.fletcher-group.com/;www.fletcher-group.com;N/A;2024
18691645;FLETCHER GROUP;ACTIVITY;https://ai.google.dev/gemini-api;C23;N/A;2024
18694033;SODEXO;COUNTRY;https://live.euronext.com/en/product/equities/FR0000121220-XPAR;FR;N/A;2024
18694033;SODEXO;EMPLOYEES;https://www.sodexo.com/home/media/press-releases/sodexo-reports-fiscal-2023-results.html;430000;N/A;2023
18694033;SODEXO;TURNOVER;https://www.sodexo.com/files/live/sites/com-sodexo/files/Investors/Publications/RA2023/Sodexo_RA2023_EN.pdf;23811000000;EUR;2023
